Dataset,Epoch,Accuracy,Time,Total Correct,Total Test Sample
256,1,0.581,20.913619995117188,1743,3000
256,2,0.6246666666666667,21.801101684570312,1874,3000
256,3,0.6493333333333333,20.83073115348816,1948,3000
256,4,0.6796666666666666,20.948906183242798,2039,3000
256,5,0.721,21.393954515457153,2163,3000
256,6,0.7373333333333333,20.861302614212036,2212,3000
256,7,0.751,20.711211919784546,2253,3000
256,8,0.761,20.85521697998047,2283,3000
256,9,0.776,20.595060348510742,2328,3000
256,10,0.7763333333333333,20.47481083869934,2329,3000
256,11,0.7706666666666667,20.695714473724365,2312,3000
256,12,0.77,20.43585205078125,2310,3000
256,13,0.7476666666666667,20.954808712005615,2243,3000
256,14,0.726,20.823251724243164,2178,3000
256,15,0.707,20.823188066482544,2121,3000
256,16,0.7156666666666667,20.690547227859497,2147,3000
256,17,0.723,21.039068937301636,2169,3000
256,18,0.7373333333333333,21.147565364837646,2212,3000
256,19,0.7366666666666667,20.664005279541016,2210,3000
256,20,0.733,21.409961700439453,2199,3000
256,21,0.7226666666666667,20.510411262512207,2168,3000
256,22,0.7226666666666667,20.949742555618286,2168,3000
256,23,0.729,20.56152892112732,2187,3000
256,24,0.7523333333333333,20.70602822303772,2257,3000
256,25,0.758,20.591137886047363,2274,3000
256,26,0.7486666666666667,20.656761646270752,2246,3000
256,27,0.7586666666666667,20.48283624649048,2276,3000
256,28,0.768,20.5609929561615,2304,3000
256,29,0.7693333333333333,21.46075701713562,2308,3000
256,30,0.7656666666666667,20.679088830947876,2297,3000
256,31,0.7623333333333333,20.528156280517578,2287,3000
256,32,0.7623333333333333,20.923725843429565,2287,3000
256,33,0.7683333333333333,20.760034322738647,2305,3000
256,34,0.7663333333333333,20.382850646972656,2299,3000
256,35,0.767,20.58727502822876,2301,3000
256,36,0.769,20.587321043014526,2307,3000
256,37,0.771,20.46231508255005,2313,3000
256,38,0.772,20.646607875823975,2316,3000
256,39,0.7726666666666666,20.672373294830322,2318,3000
256,40,0.7716666666666666,20.88239860534668,2315,3000
256,41,0.7716666666666666,20.522409915924072,2315,3000
256,42,0.7706666666666667,20.548909187316895,2312,3000
256,43,0.771,20.5000958442688,2313,3000
256,44,0.773,20.786036252975464,2319,3000
256,45,0.7723333333333333,20.91539764404297,2317,3000
256,46,0.7726666666666666,20.699750423431396,2318,3000
256,47,0.772,20.542773962020874,2316,3000
256,48,0.7723333333333333,20.65791893005371,2317,3000
256,49,0.7723333333333333,20.79723072052002,2317,3000
256,50,0.7733333333333333,20.926978588104248,2320,3000
256,51,0.773,20.630381107330322,2319,3000
256,52,0.7736666666666666,20.518112182617188,2321,3000
256,53,0.7713333333333333,20.57798981666565,2314,3000
256,54,0.7726666666666666,20.677351474761963,2318,3000
256,55,0.771,20.558887481689453,2313,3000
256,56,0.771,21.185120105743408,2313,3000
256,57,0.771,20.71789026260376,2313,3000
256,58,0.7713333333333333,20.707829236984253,2314,3000
256,59,0.7706666666666667,20.491666555404663,2312,3000
256,60,0.771,20.740822315216064,2313,3000
256,61,0.77,20.64171075820923,2310,3000
256,62,0.7696666666666667,20.71983766555786,2309,3000
256,63,0.7686666666666667,21.04747986793518,2306,3000
256,64,0.7676666666666667,20.60896372795105,2303,3000
256,65,0.768,20.752134799957275,2304,3000
256,66,0.7683333333333333,20.723873138427734,2305,3000
256,67,0.7673333333333333,20.448309898376465,2302,3000
256,68,0.7683333333333333,20.557741403579712,2305,3000
256,69,0.768,20.545348405838013,2304,3000
256,70,0.768,20.901397228240967,2304,3000
256,71,0.7673333333333333,20.414852142333984,2302,3000
256,72,0.768,20.86219310760498,2304,3000
256,73,0.768,20.61188268661499,2304,3000
256,74,0.7683333333333333,20.445889711380005,2305,3000
256,75,0.7666666666666667,20.953420162200928,2300,3000
256,76,0.767,20.54138946533203,2301,3000
256,77,0.767,20.696460247039795,2301,3000
256,78,0.7676666666666667,21.201005220413208,2303,3000
256,79,0.7686666666666667,20.630918741226196,2306,3000
256,80,0.7676666666666667,20.523261308670044,2303,3000
256,81,0.7686666666666667,20.778629302978516,2306,3000
256,82,0.7673333333333333,20.911561489105225,2302,3000
256,83,0.768,20.526805639266968,2304,3000
256,84,0.7683333333333333,20.747837781906128,2305,3000
256,85,0.7686666666666667,20.593921184539795,2306,3000
256,86,0.768,20.563823461532593,2304,3000
256,87,0.7673333333333333,20.70322823524475,2302,3000
256,88,0.7686666666666667,20.76707696914673,2306,3000
256,89,0.767,20.526374340057373,2301,3000
256,90,0.7673333333333333,20.633703231811523,2302,3000
256,91,0.767,20.5809063911438,2301,3000
256,92,0.7676666666666667,20.471784114837646,2303,3000
256,93,0.7676666666666667,20.764206409454346,2303,3000
256,94,0.7683333333333333,20.641038179397583,2305,3000
256,95,0.7686666666666667,20.61150622367859,2306,3000
256,96,0.7686666666666667,20.689127445220947,2306,3000
256,97,0.7676666666666667,20.55282950401306,2303,3000
256,98,0.7676666666666667,20.37992286682129,2303,3000
256,99,0.7676666666666667,20.721322536468506,2303,3000
256,100,0.7696666666666667,20.723063230514526,2309,3000
