Dataset,Epoch,Accuracy,Time,Total Correct,Total Test Sample
128,1,0.5786666666666667,21.41708779335022,1736,3000
128,2,0.6263333333333333,20.867518186569214,1879,3000
128,3,0.6523333333333333,20.660730123519897,1957,3000
128,4,0.68,20.98212742805481,2040,3000
128,5,0.7233333333333334,21.086198329925537,2170,3000
128,6,0.739,20.738191843032837,2217,3000
128,7,0.7533333333333333,20.847863912582397,2260,3000
128,8,0.7643333333333333,20.5857253074646,2293,3000
128,9,0.7763333333333333,20.432901859283447,2329,3000
128,10,0.7743333333333333,20.64121651649475,2323,3000
128,11,0.7673333333333333,20.327131509780884,2302,3000
128,12,0.7666666666666667,20.67976474761963,2300,3000
128,13,0.759,21.012699127197266,2277,3000
128,14,0.721,20.52947425842285,2163,3000
128,15,0.696,20.864633560180664,2088,3000
128,16,0.6956666666666667,20.573586225509644,2087,3000
128,17,0.7373333333333333,20.43465518951416,2212,3000
128,18,0.7386666666666667,20.823201179504395,2216,3000
128,19,0.7396666666666667,20.41778874397278,2219,3000
128,20,0.752,20.505966424942017,2256,3000
128,21,0.7003333333333334,20.89916753768921,2101,3000
128,22,0.703,20.409133434295654,2109,3000
128,23,0.7266666666666667,20.527311086654663,2180,3000
128,24,0.7366666666666667,20.5368549823761,2210,3000
128,25,0.745,20.845320224761963,2235,3000
128,26,0.7513333333333333,20.55253529548645,2254,3000
128,27,0.754,20.376434087753296,2262,3000
128,28,0.7663333333333333,20.467217922210693,2299,3000
128,29,0.7726666666666666,20.794872045516968,2318,3000
128,30,0.7746666666666666,20.341891527175903,2324,3000
128,31,0.7803333333333333,20.363070011138916,2341,3000
128,32,0.7663333333333333,20.65456461906433,2299,3000
128,33,0.7763333333333333,20.42423367500305,2329,3000
128,34,0.7763333333333333,20.763354301452637,2329,3000
128,35,0.7783333333333333,20.49388313293457,2335,3000
128,36,0.7783333333333333,20.385275840759277,2335,3000
128,37,0.7783333333333333,20.528587579727173,2335,3000
128,38,0.7793333333333333,20.309535026550293,2338,3000
128,39,0.7806666666666666,20.611527919769287,2342,3000
128,40,0.784,20.600558042526245,2352,3000
128,41,0.7853333333333333,20.415704250335693,2356,3000
128,42,0.7866666666666666,20.505762815475464,2360,3000
128,43,0.785,20.38320827484131,2355,3000
128,44,0.783,20.684971809387207,2349,3000
128,45,0.7823333333333333,21.308871746063232,2347,3000
128,46,0.7813333333333333,21.84986972808838,2344,3000
128,47,0.7806666666666666,21.006914854049683,2342,3000
128,48,0.7806666666666666,20.514265537261963,2342,3000
128,49,0.7793333333333333,20.642637968063354,2338,3000
128,50,0.7806666666666666,20.58698534965515,2342,3000
128,51,0.7793333333333333,20.558985948562622,2338,3000
128,52,0.7803333333333333,20.367542505264282,2341,3000
128,53,0.7806666666666666,20.73859429359436,2342,3000
128,54,0.7813333333333333,20.56497049331665,2344,3000
128,55,0.7803333333333333,20.29561686515808,2341,3000
128,56,0.7816666666666666,20.729691982269287,2345,3000
128,57,0.7786666666666666,20.45970344543457,2336,3000
128,58,0.7776666666666666,20.281881093978882,2333,3000
128,59,0.778,20.332051277160645,2334,3000
128,60,0.7796666666666666,20.808640718460083,2339,3000
128,61,0.779,20.54963779449463,2337,3000
128,62,0.7793333333333333,20.43498992919922,2338,3000
128,63,0.7796666666666666,20.61352849006653,2339,3000
128,64,0.779,20.58915662765503,2337,3000
128,65,0.7786666666666666,20.8879177570343,2336,3000
128,66,0.7796666666666666,20.378939151763916,2339,3000
128,67,0.7783333333333333,20.24252676963806,2335,3000
128,68,0.779,20.273769855499268,2337,3000
128,69,0.78,20.380785942077637,2340,3000
128,70,0.7796666666666666,20.417996883392334,2339,3000
128,71,0.78,20.847116231918335,2340,3000
128,72,0.779,20.397470712661743,2337,3000
128,73,0.7793333333333333,20.516443967819214,2338,3000
128,74,0.7796666666666666,20.67087483406067,2339,3000
128,75,0.7793333333333333,20.404862642288208,2338,3000
128,76,0.7776666666666666,20.550642251968384,2333,3000
128,77,0.7786666666666666,20.58072781562805,2336,3000
128,78,0.779,20.343678951263428,2337,3000
128,79,0.7786666666666666,20.399471759796143,2336,3000
128,80,0.7783333333333333,20.41935110092163,2335,3000
128,81,0.7783333333333333,20.457969665527344,2335,3000
128,82,0.7796666666666666,20.499170303344727,2339,3000
128,83,0.7796666666666666,21.530730485916138,2339,3000
128,84,0.78,21.321019887924194,2340,3000
128,85,0.7803333333333333,20.327986001968384,2341,3000
128,86,0.78,20.418657302856445,2340,3000
128,87,0.7796666666666666,20.85882806777954,2339,3000
128,88,0.7773333333333333,20.72309374809265,2332,3000
128,89,0.7786666666666666,20.574576139450073,2336,3000
128,90,0.779,20.634514570236206,2337,3000
128,91,0.779,20.331280946731567,2337,3000
128,92,0.7796666666666666,20.525883197784424,2339,3000
128,93,0.7796666666666666,20.570731163024902,2339,3000
128,94,0.7796666666666666,20.36210870742798,2339,3000
128,95,0.78,20.49262237548828,2340,3000
128,96,0.7796666666666666,20.756941556930542,2339,3000
128,97,0.782,20.731299877166748,2346,3000
128,98,0.781,20.417272329330444,2343,3000
128,99,0.7813333333333333,20.401387214660645,2344,3000
128,100,0.7816666666666666,20.287019968032837,2345,3000
